-183.485, 77.849, 1.796,  1.765
-183.476, 77.790, 1.801,  1.798
-183.467, 77.730, 1.806,  1.831
-183.457, 77.671, 1.811,  1.864
-183.448, 77.611, 1.815,  1.897
-183.438, 77.551, 1.820,  1.930
-183.429, 77.491, 1.825,  1.963
-183.419, 77.431, 1.830,  1.996
-183.409, 77.370, 1.835,  2.029
-183.400, 77.310, 1.841,  2.062
-183.390, 77.249, 1.846,  2.095
-183.380, 77.188, 1.851,  2.128
-183.370, 77.127, 1.857,  2.161
-183.361, 77.066, 1.863,  2.194
-183.351, 77.004, 1.868,  2.227
-183.341, 76.943, 1.874,  2.260
-183.331, 76.881, 1.879,  2.293
-183.321, 76.819, 1.885,  2.326
-183.311, 76.757, 1.891,  2.359
-183.300, 76.694, 1.896,  2.392
-183.290, 76.632, 1.902,  2.425
-183.280, 76.569, 1.908,  2.458
-183.270, 76.506, 1.913,  2.491
-183.260, 76.443, 1.919,  2.524
-183.249, 76.380, 1.926,  2.557
-183.239, 76.316, 1.931,  2.590
-183.229, 76.253, 1.937,  2.623
-183.218, 76.189, 1.944,  2.656
-183.208, 76.125, 1.949,  2.689
-183.197, 76.060, 1.955,  2.722
-183.187, 75.996, 1.962,  2.755
-183.177, 75.931, 1.967,  2.788
-183.166, 75.866, 1.972,  2.821
-183.156, 75.801, 1.979,  2.854
-183.145, 75.736, 1.985,  2.887
-183.134, 75.670, 1.992,  2.920
-183.124, 75.605, 1.999,  2.953
-183.113, 75.539, 2.004,  2.986
-183.103, 75.473, 2.010,  3.019
-183.092, 75.406, 2.017,  3.052
-183.081, 75.340, 2.023,  3.085
-183.071, 75.273, 2.029,  3.118
-183.060, 75.206, 2.036,  3.151
-183.049, 75.139, 2.042,  3.184
-183.039, 75.072, 2.048,  3.217
-183.028, 75.004, 2.055,  3.250
-183.017, 74.936, 2.061,  3.283
-183.007, 74.868, 2.067,  3.316
-182.996, 74.800, 2.075,  3.349
-182.985, 74.731, 2.081,  3.382
-182.975, 74.663, 2.087,  3.415
-182.964, 74.594, 2.095,  3.448
-182.953, 74.525, 2.101,  3.481
-182.943, 74.455, 2.106,  3.514
-182.932, 74.386, 2.113,  3.547
-182.921, 74.316, 2.119,  3.580
-182.911, 74.246, 2.126,  3.613
-182.900, 74.176, 2.133,  3.646
-182.889, 74.105, 2.139,  3.679
-182.879, 74.035, 2.146,  3.712
-182.868, 73.964, 2.154,  3.745
-182.857, 73.892, 2.161,  3.778
-182.847, 73.821, 2.167,  3.811
-182.836, 73.749, 2.174,  3.844
-182.825, 73.678, 2.180,  3.877
-182.815, 73.606, 2.186,  3.910
-182.804, 73.533, 2.194,  3.943
-182.794, 73.461, 2.200,  3.976
-182.783, 73.388, 2.207,  4.009
-182.773, 73.315, 2.214,  4.042
-182.762, 73.242, 2.219,  4.075
-182.751, 73.168, 2.226,  4.108
-182.741, 73.095, 2.234,  4.141
-182.730, 73.021, 2.241,  4.174
-182.720, 72.947, 2.248,  4.207
-182.710, 72.872, 2.256,  4.240
-182.699, 72.798, 2.263,  4.273
-182.689, 72.723, 2.270,  4.306
-182.678, 72.648, 2.278,  4.339
-182.668, 72.572, 2.285,  4.372
-182.658, 72.497, 2.292,  4.405
-182.647, 72.421, 2.300,  4.438
-182.637, 72.344, 2.307,  4.471
-182.627, 72.268, 2.313,  4.504
-182.617, 72.191, 2.322,  4.537
-182.607, 72.115, 2.328,  4.570
-182.596, 72.037, 2.335,  4.603
-182.586, 71.960, 2.344,  4.636
-182.576, 71.882, 2.351,  4.669
-182.566, 71.804, 2.358,  4.702
-182.556, 71.726, 2.367,  4.735
-182.546, 71.648, 2.373,  4.768
-182.536, 71.569, 2.381,  4.801
-182.526, 71.490, 2.390,  4.834
-182.516, 71.411, 2.397,  4.867
-182.506, 71.331, 2.404,  4.900
-182.496, 71.252, 2.413,  4.933
-182.486, 71.172, 2.419,  4.966
-182.477, 71.092, 2.426,  4.999
-182.467, 71.011, 2.436,  5.032
-182.457, 70.930, 2.443,  5.065
-182.448, 70.849, 2.451,  5.098
-182.438, 70.768, 2.459,  5.131
-182.428, 70.686, 2.465,  5.164
-182.419, 70.604, 2.472,  5.197
-182.409, 70.522, 2.482,  5.230
-182.400, 70.440, 2.489,  5.263
-182.390, 70.357, 2.497,  5.296
-182.381, 70.274, 2.506,  5.329
-182.372, 70.191, 2.511,  5.362
-182.362, 70.108, 2.517,  5.395
-182.353, 70.024, 2.527,  5.428
-182.344, 69.940, 2.535,  5.461
-182.335, 69.856, 2.544,  5.494
-182.326, 69.771, 2.554,  5.527
-182.316, 69.687, 2.561,  5.560
-182.307, 69.602, 2.565,  5.593
-182.298, 69.516, 2.574,  5.626
-182.289, 69.431, 2.583,  5.659
-182.281, 69.345, 2.593,  5.692
-182.272, 69.259, 2.604,  5.725
-182.263, 69.172, 2.610,  5.758
-182.254, 69.085, 2.617,  5.791
-182.245, 68.998, 2.627,  5.824
-182.237, 68.911, 2.635,  5.857
-182.228, 68.823, 2.645,  5.890
-182.219, 68.735, 2.658,  5.923
-182.211, 68.647, 2.672,  5.956
-182.202, 68.558, 2.682,  5.989
-182.194, 68.468, 2.686,  6.022
-182.185, 68.379, 2.690,  6.055
-182.177, 68.290, 2.699,  6.088
-182.169, 68.200, 2.708,  6.121
-182.160, 68.110, 2.717,  6.154
-182.152, 68.019, 2.727,  6.187
-182.144, 67.929, 2.733,  6.220
-182.136, 67.838, 2.739,  6.253
-182.128, 67.747, 2.749,  6.286
-182.120, 67.655, 2.757,  6.319
-182.112, 67.563, 2.767,  6.352
-182.104, 67.471, 2.777,  6.385
-182.096, 67.379, 2.784,  6.418
-182.088, 67.286, 2.791,  6.451
-182.081, 67.193, 2.802,  6.484
-182.073, 67.100, 2.811,  6.517
-182.065, 67.006, 2.820,  6.550
-182.058, 66.912, 2.831,  6.583
-182.050, 66.818, 2.839,  6.616
-182.043, 66.723, 2.847,  6.649
-182.035, 66.628, 2.857,  6.682
-182.028, 66.533, 2.865,  6.715
-182.021, 66.438, 2.875,  6.748
-182.013, 66.342, 2.886,  6.781
-182.006, 66.246, 2.893,  6.814
-181.999, 66.150, 2.900,  6.847
-181.992, 66.053, 2.912,  6.880
-181.985, 65.956, 2.922,  6.913
-181.978, 65.858, 2.929,  6.946
-181.971, 65.761, 2.940,  6.979
-181.964, 65.663, 2.948,  7.012
-181.957, 65.564, 2.959,  7.045
-181.950, 65.466, 2.971,  7.078
-181.944, 65.367, 2.980,  7.111
-181.937, 65.267, 2.990,  7.144
-181.930, 65.168, 3.002,  7.177
-181.924, 65.068, 3.009,  7.210
-181.917, 64.967, 3.018,  7.243
-181.911, 64.867, 3.029,  7.276
-181.904, 64.766, 3.038,  7.309
-181.898, 64.664, 3.048,  7.342
-181.891, 64.562, 3.062,  7.375
-181.885, 64.460, 3.079,  7.408
-181.879, 64.357, 3.093,  7.441
-181.873, 64.254, 3.098,  7.474
-181.867, 64.151, 3.098,  7.507
-181.861, 64.048, 3.106,  7.540
-181.855, 63.944, 3.121,  7.573
-181.849, 63.840, 3.135,  7.606
-181.843, 63.735, 3.142,  7.639
-181.837, 63.631, 3.147,  7.672
-181.831, 63.526, 3.158,  7.705
-181.825, 63.420, 3.169,  7.738
-181.820, 63.314, 3.182,  7.771
-181.814, 63.208, 3.195,  7.804
-181.808, 63.102, 3.203,  7.837
-181.803, 62.995, 3.210,  7.870
-181.797, 62.888, 3.222,  7.903
-181.792, 62.780, 3.233,  7.936
-181.787, 62.672, 3.245,  7.969
-181.781, 62.564, 3.257,  8.002
-181.776, 62.455, 3.266,  8.035
-181.771, 62.346, 3.275,  8.068
-181.766, 62.237, 3.287,  8.101
-181.760, 62.127, 3.297,  8.134
-181.755, 62.017, 3.307,  8.167
-181.750, 61.907, 3.320,  8.200
-181.745, 61.796, 3.330,  8.233
-181.740, 61.685, 3.340,  8.266
-181.736, 61.573, 3.353,  8.299
-181.731, 61.461, 3.363,  8.332
-181.726, 61.349, 3.373,  8.365
-181.721, 61.236, 3.386,  8.398
-181.717, 61.123, 3.396,  8.431
-181.712, 61.010, 3.407,  8.464
-181.707, 60.896, 3.420,  8.497
-181.703, 60.782, 3.430,  8.530
-181.698, 60.667, 3.440,  8.563
-181.694, 60.552, 3.453,  8.596
-181.690, 60.437, 3.463,  8.629
-181.685, 60.322, 3.474,  8.662
-181.681, 60.205, 3.487,  8.695
-181.677, 60.089, 3.498,  8.728
-181.672, 59.972, 3.509,  8.761
-181.668, 59.855, 3.522,  8.794
-181.664, 59.737, 3.532,  8.827
-181.660, 59.619, 3.542,  8.860
-181.656, 59.501, 3.556,  8.893
-181.652, 59.382, 3.567,  8.926
-181.648, 59.263, 3.579,  8.959
-181.644, 59.144, 3.593,  8.992
-181.640, 59.024, 3.604,  9.025
-181.637, 58.903, 3.614,  9.058
-181.633, 58.783, 3.628,  9.091
-181.629, 58.661, 3.638,  9.124
-181.626, 58.540, 3.649,  9.157
-181.622, 58.418, 3.664,  9.190
-181.618, 58.296, 3.675,  9.223
-181.615, 58.173, 3.687,  9.256
-181.611, 58.050, 3.702,  9.289
-181.608, 57.926, 3.713,  9.322
-181.604, 57.802, 3.723,  9.355
-181.601, 57.678, 3.737,  9.388
-181.598, 57.553, 3.749,  9.421
-181.594, 57.428, 3.761,  9.454
-181.591, 57.302, 3.775,  9.487
-181.588, 57.176, 3.785,  9.520
-181.585, 57.049, 3.796,  9.553
-181.582, 56.923, 3.810,  9.586
-181.579, 56.795, 3.822,  9.619
-181.576, 56.668, 3.835,  9.652
-181.573, 56.539, 3.850,  9.685
-181.570, 56.411, 3.861,  9.718
-181.567, 56.282, 3.871,  9.751
-181.564, 56.153, 3.885,  9.784
-181.561, 56.023, 3.897,  9.817
-181.558, 55.893, 3.910,  9.850
-181.555, 55.762, 3.926,  9.883
-181.553, 55.631, 3.938,  9.916
-181.550, 55.499, 3.949,  9.949
-181.547, 55.367, 3.963,  9.982
-181.545, 55.235, 3.975, 10.015
-181.542, 55.102, 3.989, 10.048
-181.539, 54.969, 4.004, 10.081
-181.537, 54.835, 4.016, 10.114
-181.534, 54.701, 4.027, 10.147
-181.532, 54.566, 4.041, 10.180
-181.530, 54.431, 4.054, 10.213
-181.527, 54.296, 4.067, 10.246
-181.525, 54.160, 4.082, 10.279
-181.522, 54.023, 4.095, 10.312
-181.520, 53.887, 4.107, 10.345
-181.518, 53.749, 4.123, 10.378
-181.516, 53.612, 4.136, 10.411
-181.513, 53.474, 4.145, 10.444
-181.511, 53.335, 4.158, 10.477
-181.509, 53.196, 4.173, 10.510
-181.507, 53.057, 4.190, 10.543
-181.505, 52.916, 4.208, 10.576
-181.503, 52.776, 4.220, 10.609
-181.501, 52.635, 4.229, 10.642
-181.499, 52.494, 4.243, 10.675
-181.497, 52.352, 4.257, 10.708
-181.495, 52.210, 4.273, 10.741
-181.493, 52.067, 4.291, 10.774
-181.491, 51.923, 4.302, 10.807
-181.489, 51.780, 4.313, 10.840
-181.488, 51.636, 4.328, 10.873
-181.486, 51.491, 4.342, 10.906
-181.484, 51.346, 4.356, 10.939
-181.482, 51.200, 4.372, 10.972
-181.481, 51.054, 4.385, 11.005
-181.479, 50.908, 4.397, 11.038
-181.477, 50.761, 4.413, 11.071
-181.476, 50.613, 4.427, 11.104
-181.474, 50.465, 4.442, 11.137
-181.472, 50.317, 4.459, 11.170
-181.471, 50.168, 4.471, 11.203
-181.469, 50.019, 4.483, 11.236
-181.468, 49.869, 4.499, 11.269
-181.466, 49.719, 4.514, 11.302
-181.465, 49.568, 4.530, 11.335
-181.463, 49.416, 4.547, 11.368
-181.462, 49.264, 4.561, 11.401
-181.461, 49.112, 4.574, 11.434
-181.459, 48.959, 4.591, 11.467
-181.458, 48.806, 4.606, 11.500
-181.456, 48.652, 4.621, 11.533
-181.455, 48.497, 4.640, 11.566
-181.454, 48.342, 4.656, 11.599
-181.453, 48.187, 4.670, 11.632
-181.451, 48.031, 4.686, 11.665
-181.450, 47.874, 4.700, 11.698
-181.449, 47.717, 4.714, 11.731
-181.448, 47.559, 4.732, 11.764
-181.447, 47.401, 4.748, 11.797
-181.445, 47.243, 4.762, 11.830
-181.444, 47.084, 4.778, 11.863
-181.443, 46.924, 4.791, 11.896
-181.442, 46.764, 4.806, 11.929
-181.441, 46.603, 4.824, 11.962
-181.440, 46.442, 4.841, 11.995
-181.439, 46.280, 4.858, 12.028
-181.438, 46.118, 4.877, 12.061
-181.437, 45.955, 4.892, 12.094
-181.436, 45.791, 4.905, 12.127
-181.435, 45.627, 4.922, 12.160
-181.434, 45.463, 4.937, 12.193
-181.433, 45.298, 4.953, 12.226
-181.432, 45.133, 4.971, 12.259
-181.431, 44.966, 4.985, 12.292
-181.430, 44.800, 5.000, 12.325
-181.429, 44.633, 5.018, 12.358
-181.428, 44.465, 5.035, 12.391
-181.428, 44.297, 5.049, 12.424
-181.427, 44.128, 5.068, 12.457
-181.426, 43.959, 5.084, 12.490
-181.425, 43.789, 5.099, 12.523
-181.424, 43.619, 5.117, 12.556
-181.423, 43.448, 5.124, 12.589
-181.423, 43.278, 5.111, 12.622
-181.422, 43.108, 5.096, 12.655
-181.421, 42.938, 5.098, 12.688
-181.420, 42.768, 5.117, 12.721
-181.420, 42.596, 5.151, 12.754
-181.419, 42.423, 5.188, 12.787
-181.418, 42.249, 5.221, 12.820
-181.418, 42.074, 5.253, 12.853
-181.417, 41.899, 5.279, 12.886
-181.416, 41.722, 5.294, 12.919
-181.415, 41.545, 5.309, 12.952
-181.415, 41.368, 5.325, 12.985
-181.414, 41.190, 5.341, 13.018
-181.414, 41.012, 5.361, 13.051
-181.413, 40.832, 5.381, 13.084
-181.412, 40.653, 5.400, 13.117
-181.412, 40.472, 5.422, 13.150
-181.411, 40.291, 5.441, 13.183
-181.411, 40.109, 5.459, 13.216
-181.410, 39.927, 5.479, 13.249
-181.409, 39.743, 5.498, 13.282
-181.409, 39.560, 5.514, 13.315
-181.408, 39.376, 5.532, 13.348
-181.408, 39.191, 5.548, 13.381
-181.407, 39.006, 5.563, 13.414
-181.407, 38.820, 5.582, 13.447
-181.406, 38.633, 5.602, 13.480
-181.406, 38.446, 5.623, 13.513
-181.405, 38.258, 5.647, 13.546
-181.405, 38.069, 5.667, 13.579
-181.404, 37.880, 5.684, 13.612
-181.404, 37.690, 5.703, 13.645
-181.403, 37.499, 5.721, 13.678
-181.403, 37.308, 5.740, 13.711
-181.402, 37.116, 5.762, 13.744
-181.402, 36.924, 5.783, 13.777
-181.401, 36.731, 5.801, 13.810
-181.401, 36.537, 5.822, 13.843
-181.400, 36.342, 5.841, 13.876
-181.400, 36.147, 5.859, 13.909
-181.399, 35.951, 5.881, 13.942
-181.399, 35.755, 5.901, 13.975
-181.398, 35.558, 5.918, 14.008
-181.398, 35.360, 5.938, 14.041
-181.398, 35.162, 5.958, 14.074
-181.397, 34.963, 5.976, 14.107
-181.397, 34.763, 5.998, 14.140
-181.396, 34.563, 6.018, 14.173
-181.396, 34.362, 6.036, 14.206
-181.395, 34.160, 6.057, 14.239
-181.395, 33.958, 6.076, 14.272
-181.395, 33.755, 6.095, 14.305
-181.394, 33.551, 6.118, 14.338
-181.394, 33.347, 6.138, 14.371
-181.394, 33.142, 6.156, 14.404
-181.393, 32.936, 6.177, 14.437
-181.393, 32.730, 6.197, 14.470
-181.392, 32.523, 6.216, 14.503
-181.392, 32.315, 6.240, 14.536
-181.392, 32.106, 6.264, 14.569
-181.391, 31.897, 6.283, 14.602
-181.391, 31.687, 6.303, 14.635
-181.390, 31.477, 6.321, 14.668
-181.390, 31.266, 6.341, 14.701
-181.390, 31.054, 6.365, 14.734
-181.389, 30.841, 6.389, 14.767
-181.389, 30.628, 6.406, 14.800
-181.388, 30.414, 6.426, 14.833
-181.388, 30.199, 6.446, 14.866
-181.388, 29.984, 6.468, 14.899
-181.387, 29.767, 6.497, 14.932
-181.387, 29.550, 6.531, 14.965
-181.387, 29.331, 6.569, 14.998
-181.386, 29.111, 6.605, 15.031
-181.386, 28.890, 6.639, 15.064
-181.386, 28.669, 6.655, 15.097
-181.385, 28.447, 6.656, 15.130
-181.385, 28.225, 6.653, 15.163
-181.385, 28.004, 6.659, 15.196
-181.384, 27.781, 6.679, 15.229
-181.384, 27.558, 6.709, 15.262
-181.384, 27.334, 6.738, 15.295
-181.383, 27.109, 6.759, 15.328
-181.383, 26.883, 6.782, 15.361
-181.382, 26.656, 6.802, 15.394
-181.382, 26.429, 6.821, 15.427
-181.382, 26.201, 6.844, 15.460
-181.381, 25.973, 6.866, 15.493
-181.381, 25.743, 6.887, 15.526
-181.380, 25.513, 6.912, 15.559
-181.380, 25.282, 6.936, 15.592
-181.380, 25.050, 6.958, 15.625
-181.379, 24.818, 6.985, 15.658
-181.379, 24.584, 7.009, 15.691
-181.378, 24.350, 7.026, 15.724
-181.378, 24.116, 7.048, 15.757
-181.378, 23.880, 7.078, 15.790
-181.377, 23.643, 7.117, 15.823
-181.377, 23.405, 7.157, 15.856
-181.376, 23.165, 7.198, 15.889
-181.376, 22.924, 7.234, 15.922
-181.376, 22.682, 7.265, 15.955
-181.375, 22.440, 7.280, 15.988
-181.375, 22.197, 7.276, 16.021
-181.375, 21.955, 7.269, 16.054
-181.374, 21.713, 7.269, 16.087
-181.374, 21.471, 7.287, 16.120
-181.373, 21.227, 7.322, 16.153
-181.373, 20.982, 7.366, 16.186
-181.372, 20.735, 7.415, 16.219
-181.372, 20.486, 7.462, 16.252
-181.372, 20.236, 7.505, 16.285
-181.371, 19.985, 7.540, 16.318
-181.371, 19.733, 7.570, 16.351
-181.370, 19.480, 7.596, 16.384
-181.370, 19.226, 7.620, 16.417
-181.369, 18.971, 7.641, 16.450
-181.369, 18.716, 7.663, 16.483
-181.368, 18.460, 7.684, 16.516
-181.368, 18.204, 7.704, 16.549
-181.367, 17.947, 7.717, 16.582
-181.367, 17.689, 7.725, 16.615
-181.366, 17.432, 7.738, 16.648
-181.366, 17.173, 7.758, 16.681
-181.366, 16.914, 7.784, 16.714
-181.365, 16.654, 7.815, 16.747
-181.365, 16.393, 7.839, 16.780
-181.364, 16.131, 7.852, 16.813
-181.364, 15.869, 7.870, 16.846
-181.363, 15.606, 7.898, 16.879
-181.363, 15.342, 7.935, 16.912
-181.362, 15.076, 7.976, 16.945
-181.361, 14.809, 8.018, 16.978
-181.361, 14.541, 8.044, 17.011
-181.360, 14.273, 8.052, 17.044
-181.360, 14.004, 8.057, 17.077
-181.359, 13.736, 8.072, 17.110
-181.359, 13.466, 8.101, 17.143
-181.358, 13.195, 8.141, 17.176
-181.358, 12.922, 8.186, 17.209
-181.357, 12.648, 8.233, 17.242
-181.357, 12.372, 8.274, 17.275
-181.356, 12.095, 8.313, 17.308
-181.355, 11.818, 8.334, 17.341
-181.355, 11.540, 8.338, 17.374
-181.354, 11.262, 8.340, 17.407
-181.354, 10.984, 8.352, 17.440
-181.353, 10.705, 8.380, 17.473
-181.352, 10.425, 8.419, 17.506
-181.352, 10.143, 8.463, 17.539
-181.351, 9.859, 8.509, 17.572
-181.351, 9.575, 8.541, 17.605
-181.350, 9.290, 8.549, 17.638
-181.349, 9.005, 8.550, 17.671
-181.349, 8.720, 8.555, 17.704
-181.348, 8.435, 8.576, 17.737
-181.347, 8.148, 8.608, 17.770
-181.347, 7.860, 8.641, 17.803
-181.346, 7.571, 8.669, 17.836
-181.345, 7.281, 8.700, 17.869
-181.345, 6.991, 8.729, 17.902
-181.344, 6.699, 8.754, 17.935
-181.343, 6.407, 8.784, 17.968
-181.343, 6.113, 8.812, 18.001
-181.342, 5.819, 8.839, 18.034
-181.341, 5.523, 8.872, 18.067
-181.340, 5.227, 8.902, 18.100
-181.340, 4.929, 8.928, 18.133
-181.339, 4.631, 8.959, 18.166
-181.338, 4.331, 8.990, 18.199
-181.337, 4.031, 9.026, 18.232
-181.337, 3.729, 9.071, 18.265
-181.336, 3.425, 9.122, 18.298
-181.335, 3.119, 9.175, 18.331
-181.334, 2.812, 9.227, 18.364
-181.334, 2.503, 9.274, 18.397
-181.333, 2.193, 9.301, 18.430
-181.332, 1.883, 9.304, 18.463
-181.331, 1.573, 9.297, 18.496
-181.330, 1.264, 9.293, 18.529
-181.329, 0.954, 9.304, 18.562
-181.329, 0.644, 9.329, 18.595
-181.328, 0.332, 9.365, 18.628
-181.327, 0.018, 9.406, 18.661
-181.326, -0.296, 9.454, 18.694
-181.325, -0.613, 9.492, 18.727
-181.324, -0.930, 9.515, 18.760
-181.323, -1.247, 9.536, 18.793
-181.323, -1.566, 9.561, 18.826
-181.322, -1.885, 9.594, 18.859
-181.321, -2.206, 9.635, 18.892
-181.320, -2.528, 9.672, 18.925
-181.319, -2.852, 9.701, 18.958
-181.318, -3.176, 9.730, 18.991
-181.317, -3.501, 9.760, 19.024
-181.316, -3.827, 9.793, 19.057
-181.315, -4.154, 9.833, 19.090
-181.314, -4.483, 9.875, 19.123
-181.313, -4.813, 9.905, 19.156
-181.312, -5.144, 9.934, 19.189
-181.311, -5.476, 9.965, 19.222
-181.310, -5.809, 9.993, 19.255
-181.309, -6.143, 10.026, 19.288
-181.308, -6.478, 10.058, 19.321
-181.307, -6.814, 10.091, 19.354
-181.306, -7.151, 10.129, 19.387
-181.305, -7.490, 10.165, 19.420
-181.304, -7.830, 10.197, 19.453
-181.303, -8.170, 10.234, 19.486
-181.302, -8.513, 10.273, 19.519
-181.301, -8.856, 10.305, 19.552
-181.300, -9.200, 10.335, 19.585
-181.298, -9.545, 10.364, 19.618
-181.297, -9.892, 10.396, 19.651
-181.296, -10.239, 10.436, 19.684
-181.295, -10.588, 10.477, 19.717
-181.294, -10.938, 10.513, 19.750
-181.293, -11.290, 10.549, 19.783
-181.292, -11.642, 10.583, 19.816
-181.290, -11.996, 10.621, 19.849
-181.289, -12.351, 10.664, 19.882
-181.288, -12.707, 10.701, 19.915
-181.287, -13.065, 10.729, 19.948
-181.286, -13.423, 10.759, 19.981
-181.284, -13.783, 10.798, 20.014
-181.283, -14.144, 10.842, 20.047
-181.282, -14.506, 10.879, 20.080
-181.281, -14.869, 10.907, 20.113
-181.279, -15.234, 10.937, 20.146
-181.278, -15.599, 10.970, 20.179
-181.277, -15.966, 11.000, 20.212
-181.275, -16.333, 11.034, 20.245
-181.274, -16.702, 11.074, 20.278
-181.273, -17.072, 11.119, 20.311
-181.271, -17.444, 11.169, 20.344
-181.270, -17.818, 11.209, 20.377
-181.269, -18.192, 11.236, 20.410
-181.267, -18.567, 11.263, 20.443
-181.266, -18.943, 11.294, 20.476
-181.264, -19.320, 11.330, 20.509
-181.263, -19.699, 11.372, 20.542
-181.262, -20.080, 11.420, 20.575
-181.260, -20.462, 11.475, 20.608
-181.259, -20.846, 11.534, 20.641
-181.257, -21.232, 11.598, 20.674
-181.256, -21.621, 11.664, 20.707
-181.254, -22.011, 11.716, 20.740
-181.253, -22.402, 11.746, 20.773
-181.251, -22.794, 11.763, 20.806
-181.250, -23.186, 11.779, 20.839
-181.248, -23.579, 11.801, 20.872
-181.246, -23.973, 11.832, 20.905
-181.245, -24.368, 11.866, 20.938
-181.243, -24.765, 11.901, 20.971
-181.242, -25.162, 11.940, 21.004
-181.240, -25.561, 11.979, 21.037
-181.238, -25.962, 12.017, 21.070
-181.237, -26.363, 12.059, 21.103
-181.235, -26.766, 12.097, 21.136
-181.234, -27.170, 12.132, 21.169
-181.232, -27.576, 12.171, 21.202
-181.230, -27.983, 12.210, 21.235
-181.228, -28.391, 12.250, 21.268
-181.227, -28.800, 12.293, 21.301
-181.225, -29.211, 12.335, 21.334
-181.223, -29.623, 12.375, 21.367
-181.222, -30.037, 12.419, 21.400
-181.220, -30.452, 12.459, 21.433
-181.218, -30.868, 12.497, 21.466
-181.216, -31.285, 12.538, 21.499
-181.214, -31.704, 12.578, 21.532
-181.213, -32.125, 12.619, 21.565
-181.211, -32.546, 12.662, 21.598
-181.209, -32.970, 12.703, 21.631
-181.207, -33.394, 12.742, 21.664
-181.205, -33.820, 12.787, 21.697
-181.203, -34.247, 12.835, 21.730
-181.201, -34.676, 12.880, 21.763
-181.199, -35.107, 12.928, 21.796
-181.197, -35.539, 12.970, 21.829
-181.195, -35.972, 13.009, 21.862
-181.193, -36.407, 13.051, 21.895
-181.191, -36.843, 13.094, 21.928
-181.189, -37.281, 13.142, 21.961
-181.187, -37.720, 13.193, 21.994
-181.185, -38.161, 13.239, 22.027
-181.183, -38.603, 13.278, 22.060
-181.181, -39.047, 13.318, 22.093
-181.179, -39.492, 13.358, 22.126
-181.177, -39.938, 13.400, 22.159
-181.175, -40.386, 13.446, 22.192
-181.173, -40.835, 13.491, 22.225
-181.171, -41.286, 13.534, 22.258
-181.168, -41.738, 13.581, 22.291
-181.166, -42.192, 13.626, 22.324
-181.164, -42.648, 13.671, 22.357
-181.162, -43.105, 13.719, 22.390
-181.160, -43.563, 13.764, 22.423
-181.157, -44.023, 13.808, 22.456
-181.155, -44.484, 13.854, 22.489
-181.153, -44.947, 13.900, 22.522
-181.150, -45.412, 13.946, 22.555
-181.148, -45.878, 13.996, 22.588
-181.146, -46.346, 14.044, 22.621
-181.143, -46.815, 14.091, 22.654
-181.141, -47.286, 14.140, 22.687
-181.139, -47.759, 14.185, 22.720
-181.136, -48.232, 14.229, 22.753
-181.134, -48.708, 14.276, 22.786
-181.131, -49.185, 14.321, 22.819
-181.129, -49.664, 14.368, 22.852
-181.126, -50.144, 14.417, 22.885
-181.124, -50.625, 14.465, 22.918
-181.121, -51.109, 14.512, 22.951
-181.119, -51.594, 14.562, 22.984
-181.116, -52.080, 14.610, 23.017
-181.114, -52.569, 14.659, 23.050
